Data;Sklep;Kategoria;Produkt;Ilość; Cena za szt ;Ilość ml|g | cm;Ilość w opakowaniu; Zwrot ; Dostawa ;Link; Komentarz 
25.02.2023;Kaufland;Żywność;Kabanosy Wieprzowe 105g;1;4,80 zł;105;;;;;
25.02.2023;Kaufland;Żywność;Kostka z dzikiego łososia | Abramczyk 500g;1;25,38 zł;500;;;;;
25.02.2023;Kaufland;Żywność;Przyprawa Cynamon Prymat 15g;1;1,49 zł;15;;;;;
25.02.2023;Kaufland;Żywność;Przyprawa Liść Laurowy Kamis 6g;1;1,99 zł;6;;;;;
25.02.2023;Kaufland;Żywność;Przyprawa Liść Laurowy suszony Prymat 6g;1;1,19 zł;6;;;;;
25.02.2023;Kaufland;Żywność;Warzywa Burrito z ryżem Bonduelle 400g;2;5,19 zł;400;;;;;
25.02.2023;Kaufland;Żywność;Zapalniczka Elektryczna;1;1,19 zł;;;;;;
25.02.2023;Rossmann;Higiena;Krem do rąk Isana Med 100ml;1;8,79 zł;100;;;;;
25.02.2023;Rossmann;Higiena;Pomadka do ust Original Care Nivea 4.8g;1;7,49 zł;5;;;;;
27.02.2023;Credit Agricole;Usługi;Opłata za kartę VISA;1;15,00 zł;;; - ;;; Oddano mi te 15 zł 5.03.2023 (nwm czemu pobrali a potem oddają) 
28.02.2023;Biedronka;Energetyki;Energetyk Be Power Tropical 500ml;2;3,19 zł;500;;;;;
28.02.2023;Biedronka;Żywność;Napój Aloe Vita 1.5L;2;11,99 zł;1500;;;;;
28.02.2023;Biedronka;Żywność;Napój Nestea brzoskwinia 1.5L;2;4,75 zł;1500;;;;;
01.03.2023;BILKOM;Usługi;Bilet na pociąg Poznań-Katowice;1;29,99 zł;;;;;;
01.03.2023;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;0,37 zł;;;;;;
01.03.2023;ING;Usługi;"Ubezpieczenie ""Moja Ochrona"" ING";1;6,00 zł;;;;;;
01.03.2023;PEKA;Usługi;Bilet semestralny 150 dni;1;202,00 zł;;150;;;;
02.03.2023;Cyber Machina;Alkohol;Drink słodko kwaśny z wódką (nie z menu);1;25,00 zł;;;;;;
03.03.2023;Akademik;Czynsz;Czynsz marzec;1;540,00 zł;;;;;;
03.03.2023;Kaufland;Alkohol;Desperados 4-pak 4x0.5L;2;16,99 zł;2000;4;;;; 3 puszki zostawiłem u Roberta 
04.03.2023;Biedronka;Żywność;Chleb Kawiorek 350g;1;3,79 zł;350;;;;;
04.03.2023;Biedronka;Żywność;Masło klarowane | Mleczna Dolina 500g;1;23,99 zł;500;;;;;
04.03.2023;Biedronka;Żywność;Parówki z szynki Kraina Wędlin 250g;1;5,99 zł;250;6;;;;
04.03.2023;Biedronka;Żywność;Parówki z szynki Krakus 200g;1;5,99 zł;200;5;;;;
04.03.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,61 zł;160;18;;;;
04.03.2023;Biedronka;Żywność;Ser topiony kremowy z szynką Hochland 90g;3;3,19 zł;90;;;;;
04.03.2023;HAH;Alkohol;Piwo lane;1;12,00 zł;500;;;;;
04.03.2023;HAH;Alkohol;Piwo lane z syropem;1;14,00 zł;500;;;;;
04.03.2023;HAH;Alkohol;Syrop do piwa;1;2,00 zł;;;;;;
04.03.2023;HAH;Energetyki;Redbull;1;13,00 zł;250;;;;;
04.03.2023;HAH;Kluby;Szatnia HAH;2;5,00 zł;;;;;; Płaciłem za Adama 
04.03.2023;Kaufland;Środki czystości;Płyn do prania Woolite 1.8L 30 prań;1;25,49 zł;1800;30;;;; W biedronce jest Perwoll za 11.44/L 
04.03.2023;Kaufland;Zakupy;Zeszyt A4 80 kartek Talentus ;3;4,99 zł;;80;;;;
04.03.2023;Kaufland;Żywność;Bułka tarta pszenna K-classic 450g;2;3,47 zł;450;;;;;
04.03.2023;Kaufland;Żywność;Herbata czarna English Breakfast Ahmad Tea 200g;1;24,99 zł;200;100;;;;
04.03.2023;Kaufland;Żywność;Pestki dyni 200g;2;7,40 zł;200;;;;;
04.03.2023;Żabka;Alkohol;Lubelska Cytrynowa 100ml;1;9,99 zł;100;;;;;
04.03.2023;Żabka;Żywność;Napój Hortex;1;2,99 zł;500;;;;;
06.03.2023;Allegro;Żywność;Płatki drożdżowe nieaktywne Ecobi 1kg;1;56,90 zł;1000;;; -   zł ;; https://allegro.pl/oferta/platki-drozdzowe-nieaktywne-1kg-9292495998 
07.03.2023;BILKOM;Usługi;Bilet na pociąg Poznań-Lublin;1;16,66 zł;;;;;;
07.03.2023;Cinema City;Subskrypcje;Cinema City karta Unlimited;1;38,00 zł;;;;;; Oddane 38 zł 
09.03.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;
09.03.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;3;8,99 zł;;10;;;;
09.03.2023;Biedronka;Żywność;Napój Nestea brzoskwinia 1.5L;1;4,59 zł;1500;;;;;
09.03.2023;Biedronka;Żywność;Rukola 100g;1;3,99 zł;100;;;;;
10.03.2023;Biedronka;Żywność;Napój Tymbark Melon Mięta 1.75L;1;3,19 zł;1750;;;;;
10.03.2023;Castorama;Zakupy;Rolka do ubrań x15 2.35m;1;6,98 zł;;15;;;;
10.03.2023;Castorama;Zakupy;Taśma Pakowa Brązowa Diall 50mm x 100m;1;10,74 zł;;100;;;;
10.03.2023;Kaufland;Higiena;Chusteczki Velvet  10x9;1;7,49 zł;;10;;;;
10.03.2023;Kaufland;Zakupy;Sitko 15cm Fackelmann;1;11,99 zł;;;;;;
10.03.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;3;6,49 zł;450;;;;;
10.03.2023;Kaufland;Żywność;Wątróbka Wieprzowa;1;3,75 zł;626;;;;; Kuźnia smaku w Kauflandzie (11.99/kg) 
11.03.2023;Biedronka;Energetyki;Energetyk Tiger Zero Sugar Storm 500ml;1;3,80 zł;500;;;;;
11.03.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;
11.03.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;3;7,61 zł;160;18;;;;
11.03.2023;Biedronka;Żywność;Ser Gouda | Włoszczowa 400g;2;13,99 zł;400;;;;;
11.03.2023;Biedronka;Żywność;Ser topiony kremowy z szynką Hochland 90g;2;3,19 zł;90;;;;;
11.03.2023;Biedronka;Żywność;Ser topiony kremowy z ziołami Hochland 90g;1;3,19 zł;90;;;;;
12.03.2023;BILKOM;Usługi;Bilet na pociąg Katowice-Poznań;1;35,28 zł;;;;;;
12.03.2023;BILKOM;Usługi;Bilet na pociąg Lublin-Poznań;1;27,10 zł;;;;;;
12.03.2023;Żabka;Żywność;Muffin czekoladowy E.Wedel;1;3,50 zł;;;;;; Dla Natalki na jej urodziny jutro 
13.03.2023;Biedronka;Energetyki;Energetyk Tiger Zero Sugar Splash 500ml;1;3,80 zł;500;;;;;
13.03.2023;Kaufland;Zakupy;Świeczki urodzinowe x24;1;4,99 zł;;24;;;;
14.03.2023;Allegro;Telefon;Słuchawki bezprzewodowe Redmi Buds 3 Lite;1;79,99 zł;;; - ; -   zł ;; https://allegro.pl/oferta/sluchawki-bezprzewodowe-redmi-buds-3-lite-czarne-12079961720 
15.03.2023;Biedronka;Żywność;Olej kujawski 1l;1;10,94 zł;1000;;;;;
15.03.2023;InPost;Usługi;Przesyłka do rodziców;1;20,99 zł;;;;;;
16.03.2023;Biedronka;Energetyki;Energetyk Tiger Zero Sugar Thunder 500ml;1;3,80 zł;500;;;;;
17.03.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;
17.03.2023;Biedronka;Żywność;Ser topiony kremowy z szynką Hochland 180g;2;6,37 zł;180;8;;;; To okrągłe opakowanie tańsze niż to prostokątne 
17.03.2023;Biedronka;Żywność;Sushi Toshii 400g;2;10,99 zł;400;;;;;
17.03.2023;Kaufland;Środki czystości;Bref Zawieszka WC 4x50g;1;18,49 zł;200;4;;;;
17.03.2023;Kaufland;Żywność;Banan luz;1;5,65 zł;808;;;;;
17.03.2023;Kaufland;Żywność;Baton Twix 75g;1;3,49 zł;75;2;;;;
17.03.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;1;4,99 zł;450;;;;;
17.03.2023;Kaufland;Żywność;Napój Lipton Green Ice Tea 1.5L;1;5,49 zł;1500;;;;;
17.03.2023;Kaufland;Żywność;Ocet jabłkowy BIO 300ml;1;5,69 zł;300;;;;;
17.03.2023;Rossmann;Higiena;Szampon Green Farmacy 350ml;1;9,99 zł;350;;;;;
18.03.2023;aptelia.pl;Leki;Mollers Gold Tran Norweski, płyn o smaku cytrynowym, 250 ml;3;22,68 zł;750;;;;; https://www.aptelia.pl/apteka/p131207-Mollers_Gold_Tran_Norweski_plyn_o_smaku_cytrynowym_250_ml 
18.03.2023;Biedronka;Żywność;Cytryna luz;1;1,32 zł;220;1;;;;
18.03.2023;Biedronka;Żywność;Woda lekko gazowana Polaris naturalna woda mineralna 0.5L;1;0,69 zł;500;;;;;
21.03.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;3;7,19 zł;160;18;;;;
21.03.2023;Biedronka;Żywność;Ser Gouda | Włoszczowa 400g;1;13,99 zł;400;;;;;
21.03.2023;Biedronka;Żywność;Ser topiony kremowy z szynką Hochland 180g;1;6,37 zł;180;8;;;;
21.03.2023;Lidl;Żywność;Chleb pszenno-żytni  GALA 550g;1;2,75 zł;550;20;;;;
21.03.2023;Lidl;Żywność;Jajka regionalne z wolnego wybiegu | Złota Nioska;3;10,46 zł;;10;;;;
21.03.2023;Lidl;Żywność;Napój Lemoniada jabłko-cytryna-limonka | Solevita 1.5L;1;2,99 zł;1500;;;;;
21.03.2023;Lidl;Żywność;Rukola 100g;1;5,49 zł;100;;;;;
22.03.2023;Biedronka;Żywność;Baton Twix 75g;1;3,49 zł;75;2;;;;
22.03.2023;Biedronka;Żywność;Napój Lemoniada Tymbark 1.5L ;1;4,56 zł;1500;;;;;
22.03.2023;Biedronka;Żywność;PralinBonBello;1;9,99 zł;200;;;;; Kupowałem Dawidowi (oddane za pizze) 
22.03.2023;Biedronka;Żywność;Żuraw/Borów ;2;7,99 zł;300;;;;; Kupowałem Dawidowi (oddane za pizze) 
23.03.2023;Biedronka;Żywność;Fritt Chewie Candy Grapefruit 70g;1;2,99 zł;70;;;;;
23.03.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;1;6,49 zł;450;;;;;
23.03.2023;Kaufland;Żywność;Orzechy Pekan 200g;1;16,19 zł;200;;;;;
23.03.2023;Kaufland;Żywność;Płatki kukurydziane Nestle 600g;1;12,99 zł;600;;;;;
23.03.2023;Rojber Pub;Żywność;Nachosy z sosem serowym;1;15,00 zł;;;;;;
23.03.2023;Rossmann;Higiena;Pomadka do ust Men Active Nivea 4.8g;1;12,99 zł;5;;;;;
24.03.2023;BILKOM;Usługi;Bilet na pociąg Katowice - Pszczyna;1;6,25 zł;;;;;; Ja (na Tychy Główne ale była za krótka trasa wiec musiałem dłuższy bilet kupić) 
24.03.2023;BILKOM;Usługi;Bilet na pociąg Tychy Żwaków - Kraków Główny;1;37,18 zł;;;;;; Ja (12,23) + Adam (24,95) (Adam kupował ale ja płaciłem blikiem) 
24.03.2023;Lidl;Żywność;Różne;1;79,25 zł;;;;;;
24.03.2023;Zbiletem.pl;Usługi;Bilet na autobus do Tych z Katowic;1;2,00 zł;;;;;;
25.03.2023;BILKOM;Usługi;Bilet na pociąg Katowice - Tychy Żwaków;1;12,74 zł;;;;;; Ja(4,19) + Adam(8,55) Wracamy z sushi 
25.03.2023;BILKOM;Usługi;Bilet na pociąg Kraków Główny - Tychy Zachodnie;1;34,69 zł;;;;;; Ja(11,41) + Adam(23,28) Wracamy z Krakowa 
25.03.2023;BILKOM;Usługi;Bilet na pociąg Tychy Żwaków - Katowice;1;12,74 zł;;;;;; Ja(4,19) + Adam(8,55) Jedziemy po sushi 
25.03.2023;Bolt;Usługi;Bolt - wracamy z Papugi do Arka;1;23,00 zł;;;;;;
25.03.2023;Klub Papuga Kraków;Kluby;Wejście Papuga;1;10,00 zł;;;;;; Za szatnię płacił Arek 
25.03.2023;MPK Kraków;Usługi;Bilet normalny 20 min;1;4,00 zł;;;;;; Bilet na tramwaj dla Adama (Wracamy od Arka) 
25.03.2023;MPK Kraków;Usługi;Bilet ulgowy 20 min;1;2,00 zł;;;;;; Bilet na tramwaj dla mnie (Wracamy od Arka) 
25.03.2023;Sushipak.pl;Żywność;Pak 2 + dod sos + dod wasabi;1;46,00 zł;;12;;;;
26.03.2023;BILKOM;Usługi;Bilet na pociąg Katowice - Tychy Żwaków;1;4,19 zł;;;;;; Jak się rozmyśliłem i wróciłem jednak do Adama zamiast do Poznania 
26.03.2023;BILKOM;Usługi;Bilet na pociąg Tychy Żwaków - Katowice;1;4,19 zł;;;;;; Jak miałem wracać do Poznania 
26.03.2023;BILKOM;Usługi;Wymiana biltu Katowice - Poznań;1;5,29 zł;;;;;; Z niedzieli na wtorek (był tańszy dlatego nadwyżka oddana) 
26.03.2023;Credit Agricole;Usługi;Kapitalizacja odsetek kredytowych ;1;0,02 zł;;;;;; NWM co to jest Chyba za to że miałem ujemną kwotę -15 na koncie 
26.03.2023;Sushipak.pl;Żywność;Pak 2;1;40,00 zł;;12;;;;
28.03.2023;BILKOM;Usługi;Bilet na pociąg Tychy Żwaków - Katowice;1;4,19 zł;;;;;;
28.03.2023;Lidl;Żywność;Chipsy Lay's Oven Baked o smaku kurki w śmietanowym sosie 200g;1;7,79 zł;200;;;;; Katowice 
28.03.2023;Lidl;Żywność;Chleb pszenno-żytni;1;1,99 zł;;;;;; Katowice 
28.03.2023;Lidl;Żywność;Olej kujawski 1l;1;10,94 zł;1000;;;;; Katowice 
28.03.2023;Lidl;Żywność;Orzeszki ziemne w cieście 200g;1;5,49 zł;200;;;;; Katowice 
28.03.2023;Lidl;Żywność;Parówki z szynki;1;4,35 zł;;;;;; Katowice 
28.03.2023;Lidl;Żywność;Ser Carski;1;8,59 zł;;;;;; Katowice 
29.03.2023;Biedronka;Żywność;Cytryna luz;1;3,33 zł;370;2;;;;
29.03.2023;Bolt;Usługi;Przejazd Poznań Główny - akademik;1;13,67 zł;;;;;;
31.03.2023;HAH;Alkohol;Piwo lane z syropem 0.5L;1;16,00 zł;500;;;;;
31.03.2023;HAH;Alkohol;Whisky z colą Johnnie Walker Black;1;25,00 zł;;;;;; Dla Kuby 
31.03.2023;HAH;Kluby;Szatnia HAH;2;5,00 zł;;;;;; Za mnie i Kubę 
31.03.2023;HAH;Kluby;Wejście HAH;2;30,00 zł;;;;;; Za mnie i Kubę 
31.03.2023;Żabka;Alkohol;Lubelska Cytrynowa 200ml;1;13,99 zł;200;;;;;
31.03.2023;Żabka;Żywność;Napój Lipton Peach 330ml;1;3,80 zł;330;;;;;
01.04.2023;Fryzjer;Fryzjer;Strzyżenie r.10 | Amanda Jędrzejewska;1;35,00 zł;;;;;;
01.04.2023;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;0,36 zł;;;;;;
01.04.2023;ING;Usługi;"Ubezpieczenie ""Moja Ochrona"" ING";1;6,00 zł;;;;;;
02.04.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;
02.04.2023;Biedronka;Żywność;Parówki z szynki Kraina Wędlin 250g;1;5,99 zł;250;6;;;;
02.04.2023;Biedronka;Żywność;Parówki z szynki Krakus 200g;1;5,99 zł;200;5;;;;
02.04.2023;Biedronka;Żywność;Ser Gouda | Włoszczowa 400g;1;13,99 zł;400;;;;;
02.04.2023;Biedronka;Żywność;Ser topiony kremowy z szynką Hochland 180g;1;6,37 zł;180;;;;;
03.04.2023;Cinema City;Subskrypcje;Cinema City karta Unlimited;1;38,00 zł;;;;;; Oddane 38 zł 
03.04.2023;McDonald's ;Żywność;Wrap z frytkami;1;17,00 zł;;;;;;
03.04.2023;Zahir Kebab;Żywność;Tortilla duża;1;29,00 zł;;;;;;
05.04.2023;Bolt;Usługi;Przejazd Kobierzyńska 41 - Gliniana 15;1;23,74 zł;;;;;;
05.04.2023;Kaufland;Higiena;Gąbka Aile;2;1,29 zł;;;;;;
05.04.2023;McDonald's ;Żywność;Zestaw ciastko jabłkowe i frytki;1;9,00 zł;;;;;;
05.04.2023;Rossmann;Higiena;Maszynka do golenia BIC x12;1;36,99 zł;;12;;;;
05.04.2023;Zbiletem.pl;Usługi;Bilet ulgowy 20 min;1;2,00 zł;;;;;;
05.04.2023;Żabka;Żywność;?;1;5,39 zł;;;;;;
06.04.2023;McDonald's ;Żywność;Zestaw ciastko jabłkowe i frytki;1;9,00 zł;;;;;;
09.04.2023;Akademik;Czynsz;Czynsz kwiecień;1;540,00 zł;;;;;;
12.04.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;
12.04.2023;Biedronka;Żywność;Cytryna luz;1;4,45 zł;495;;;;;
12.04.2023;Biedronka;Żywność;Rukola 100g;1;5,49 zł;100;;;;;
12.04.2023;Biedronka;Żywność;Ser topiony kremowy z szynką Hochland 180g;2;6,37 zł;180;;;;;
12.04.2023;Biedronka;Żywność;Sushi Toshii 400g;2;11,99 zł;400;;;;;
16.04.2023;Allegro;Zakupy;TAŚMY PASY DO ĆWICZEŃ TYPU TRX MOCNY KARABIŃCZYK;1;99,99 zł;;;; -   zł ;; https://allegro.pl/oferta/tasmy-pasy-do-cwiczen-typu-trx-mocny-karabinczyk-11316137667?snapshot=MjAyMy0wNC0xNlQxNDoyNjo0NS4zMzEwMDRaO2J1eWVyOzgxNDVjYTc3NDUxZGVmM2VjYWY0YmM0ZTkxNDM0ODQyM2M0YjkwMDhlN2EzYmJkZmUwNmYxZTM4NmVkNTllMTE%3D 
17.04.2023;Wydział;Żywność;Pierogi ruskie;1;12,00 zł;;;;;;
18.04.2023;Kaufland;Higiena;Mydło w płynie Aile Jabłkowe  1L;1;4,99 zł;1000;;;;;
18.04.2023;Kaufland;Środki czystości;Worki na śmieci 10x60L|Jan Niezbędny;1;6,99 zł;;10;;;;
18.04.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;2;6,49 zł;450;;;;;
18.04.2023;Kaufland;Żywność;Przyprawa Czosnek | Kotanyi 20g;2;1,49 zł;20;;;;;
18.04.2023;Kaufland;Żywność;Przyprawa do Gyrosa i Kebabu | Galeo | 20g;2;0,66 zł;20;;;;;
18.04.2023;Kaufland;Żywność;Przyprawa do kurczaka złocista | Kamis | 30g;2;1,39 zł;30;;;;;
18.04.2023;Kaufland;Żywność;Przyprawa do kurczaka złocista | Prymat | 30g;2;1,19 zł;30;;;;;
18.04.2023;Kaufland;Żywność;Przyprawa kuchni meksykańskiej | Kamis | 25g;2;1,99 zł;25;;;;;
18.04.2023;Kaufland;Żywność;Przyprawa Majeranek | Kotanyi 9g;2;1,99 zł;9;;;;;
18.04.2023;Kaufland;Żywność;Przyprawa Pieprz Cayenne | Kamis | 15g;2;1,79 zł;15;;;;;
18.04.2023;Żabka;Żywność;Mleko czekoladowe Mullermilch;1;4,50 zł;400;;;;;
19.04.2023;Wydział;Żywność;Baton Twix Xtra 75g;1;5,00 zł;75;2;;;;
22.04.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;
22.04.2023;Biedronka;Żywność;Ketchup Pikantny | Kotlin 450g;1;6,59 zł;450;;;;;
22.04.2023;Biedronka;Żywność;Nudle pomidorowe łagodne 65g | Knor;2;2,56 zł;65;;;;;
22.04.2023;McDonald's ;Żywność;Zestaw ciastko jabłkowe i frytki;1;9,00 zł;;;;;;
24.04.2023;Biedronka;Energetyki;Energetyk Tiger Zero Sugar Splash 500ml;1;3,80 zł;500;;;;;
24.04.2023;Biedronka;Żywność;Kasza manna | wanilia | Słodka Chwila | 47.5g;2;2,29 zł;48;;;;;
24.04.2023;Biedronka;Żywność;Nudle pomidorowe łagodne 65g | Knor;1;2,56 zł;65;;;;;
24.04.2023;Biedronka;Żywność;Nudle pomidorowe pikantne 63g | Knor;1;2,56 zł;63;;;;;
24.04.2023;Biedronka;Żywność;Pierogi z truskawkami | Nasze Smaki | 700g;1;5,99 zł;700;33;;;;
24.04.2023;Biedronka;Żywność;Salami wieprzowo-wołowe | Kraina Wędlin | 80g;2;5,70 zł;80;18;;;; Prawie 2x droższe niż to co kupowałem 
24.04.2023;Biedronka;Żywność;Ser Morski | Światowid | 500g;1;14,99 zł;500;;;;;
24.04.2023;Biedronka;Żywność;Ser topiony kremowy z szynką Hochland 180g;1;6,37 zł;180;;;;;
25.04.2023;Allegro;Żywność;Bambusowa Mata do sushi | Asia Kitchen  | 24x24cm Pro;1;5,99 zł;;;; -   zł ;;
25.04.2023;Allegro;Żywność;Gotowa Pasta Wasabi w tubce | Asia Kitchen  | 43g;1;6,99 zł;43;;; -   zł ;;
25.04.2023;Allegro;Żywność;Ocet do Sushi 1L;1;12,50 zł;1000;;; -   zł ;;
25.04.2023;Allegro;Żywność;Pałeczki bambusowe do sushi 10 par;1;3,99 zł;;10;; -   zł ;;
25.04.2023;Allegro;Żywność;Ryż do Sushi 1kg;1;16,50 zł;1000;;; -   zł ;;
26.04.2023;Steam;Gry;Gra Portal 2 ;1;4,59 zł;;;;;;
27.04.2023;Kaufland;Żywność;Bita śmietana w sprayu light K-classic 250ml;1;6,49 zł;250;;;;;
27.04.2023;Kaufland;Żywność;Erytrytol | Sante | 250g;1;10,99 zł;250;;;;;
27.04.2023;Kaufland;Żywność;Jabłko Granny Smi;1;2,43 zł;304;2;;;;
27.04.2023;Kaufland;Żywność;Maliny Adelita 125g;1;8,99 zł;125;;;;;
27.04.2023;Kaufland;Żywność;Mleko Mlekovia 3.2% 1L;2;4,29 zł;1000;;;;;
27.04.2023;Kaufland;Żywność;Napój jabłkowo-brzoskwiniowy K-classic 2L;1;3,99 zł;2000;;;;;
27.04.2023;Kaufland;Żywność;Napój sok jabłkowy K-Favourites 1L;1;3,99 zł;1000;;;;;
27.04.2023;Kaufland;Żywność;Oliwa z oliwek najwyższej jakości z pierwszego tłoczenia K-classic 750ml;1;19,99 zł;750;;;;;
27.04.2023;Kaufland;Żywność;Orzechy Pekan 200g;1;17,99 zł;200;;;;;
27.04.2023;Kaufland;Żywność;Płatki kukurydziane Nestle 600g;1;12,99 zł;600;;;;;
27.04.2023;Kaufland;Żywność;Ryż jaśminowy K-classic 500g;2;4,99 zł;500;;;;;
27.04.2023;Rossmann;Higiena;Pasta do zębów Colgate Advanced White Charcoal 100ml;1;5,99 zł;100;;;;;
27.04.2023;Rossmann;Higiena;Pomadka do ust Original Care Nivea 4.8g;1;10,49 zł;5;;;;;
28.04.2023;Biedronka;Żywność;Baton Knoppers 40g;1;2,49 zł;40;;;;;
28.04.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,75 zł;550;;;;;
28.04.2023;Biedronka;Żywność;Maliny Diamond Jubilee 125g;1;6,99 zł;125;;;;;
28.04.2023;Biedronka;Żywność;Mięta w doniczce;1;6,99 zł;;;;;;
28.04.2023;Biedronka;Żywność;Skittles 38g;1;1,99 zł;38;;;;;
28.04.2023;Fryzjer;Fryzjer;Strzyżenie r.13 | Amanda Jędrzejewska;1;35,00 zł;;;;;;
29.04.2023;Kaufland;Alkohol;Desperados 4-pak 4x0.5L;1;19,96 zł;2000;;;;;
29.04.2023;Kaufland;Alkohol;Lubelska Mango 100ml;2;7,85 zł;100;;;;;
29.04.2023;Kaufland;Zakupy;Grill jednorazowy;1;6,44 zł;;;;;; 3.55 zapłacone punktami Payback 
29.04.2023;Kaufland;Żywność;Chicken Nuggets | Tender 500g;1;15,99 zł;500;;;;;
29.04.2023;Kaufland;Żywność;Cola 2L;1;3,99 zł;2000;;;;;
29.04.2023;Kaufland;Żywność;Herbata herbal Lipton 34g;1;7,99 zł;34;;;;;
29.04.2023;Kaufland;Żywność;Kawa rozpouszczalna Nescafe;1;19,99 zł;100;;;;;
29.04.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;2;6,49 zł;450;;;;;
29.04.2023;Kaufland;Żywność;Mleko Mlekovia 3.2% 1L;1;4,29 zł;1000;;;;;
29.04.2023;Kaufland;Żywność;Napój Jabłko-mięta;1;3,59 zł;;;;;;
29.04.2023;Kaufland;Żywność;Napój Lemon 2L;1;3,29 zł;2000;;;;;
29.04.2023;Kaufland;Żywność;Przyprawa Cynamon Prymat 15g;1;1,49 zł;15;;;;;
29.04.2023;Kaufland;Żywność;Ryż jaśminowy K-classic 500g;1;4,99 zł;500;;;;;
29.04.2023;Żabka;Żywność;Napój Sprite 0.85L;1;6,99 zł;850;;;;;
30.04.2023;Akademik;Usługi;Nocleg Arka;1;10,00 zł;;;;;;
30.04.2023;Biedronka;Żywność;Baton Proteinowy 49g;2;3,48 zł;49;;;;;
30.04.2023;Biedronka;Żywność;Łosoś kawałki 150g;1;6,18 zł;150;;;;;
30.04.2023;Biedronka;Żywność;Przyprawa Pieprz czarny mielony | Culineo | 80g;1;3,59 zł;80;;;;;
30.04.2023;Biedronka;Żywność;Ser Morski | Światowid | 500g;1;14,99 zł;500;;;;;
30.04.2023;Biedronka;Żywność;Wodorosty Nori 16g;1;4,94 zł;16;6;;;;
30.04.2023;HAH;Kluby;Inne wyjścia do HAHu łącznie;1;60,00 zł;;;;;; Kilka razy wejście po 10zł (dwa dni) + kilka razy szatnia po 5zł 
30.04.2023;HAH;Kluby;Szatnia dla 3 osób;3;5,00 zł;;;;;Adam, ja i Arek;   
30.04.2023;Lidl;Zakupy;Drewniane patyczki do szasłyków | Aromata | 20cm 125szt;1;3,99 zł;;125;;;;   
30.04.2023;Lidl;Zakupy;Tacki aluminiowe do Grilla | Grilll & Fun | 6szt;1;4,49 zł;;6;;;;   
30.04.2023;Lidl;Zakupy;Tacki papierowe na Grilla;1;3,99 zł;;20;;;;   
30.04.2023;Lidl;Żywność;Borówki amerykańskie 125g;1;6,99 zł;;;;;;   
30.04.2023;Lidl;Żywność;Cebula żółta luz;1;1,71 zł;264;;;;;   
30.04.2023;Lidl;Żywność;Chleb pszenno-żytni;1;3,99 zł;;;;;;   
30.04.2023;Lidl;Żywność;Erytrytol | Sante | 250g;1;10,99 zł;250;;;;;   
30.04.2023;Lidl;Żywność;Hummus ;1;3,99 zł;;;;;;   
30.04.2023;Lidl;Żywność;Jabłka Premium;1;1,94 zł;388;;;;;   
30.04.2023;Lidl;Żywność;Jogurt Naturlny 400g;1;1,76 zł;;;;;;   
30.04.2023;Lidl;Żywność;Kiełbasa śląska;1;13,01 zł;1314;;;;;   
30.04.2023;Lidl;Żywność;Marchew luz;1;0,66 zł;120;;;;;   
30.04.2023;Lidl;Żywność;Mleko Mlekovia 3.2% 1L;1;3,19 zł;1000;;;;;   
30.04.2023;Lidl;Żywność;Musztarda Kania;1;1,49 zł;;;;;;   
30.04.2023;Lidl;Żywność;Ogórek BIO;1;5,99 zł;;;;;;   
30.04.2023;Lidl;Żywność;Pieczarki na Grilla 400g;1;6,99 zł;400;;;;;   
30.04.2023;Lidl;Żywność;Polędwica Sopocka XXL | PIKOK | 250g;1;10,99 zł;;;;;;   
30.04.2023;Lidl;Żywność;Pomidory koktajlowe 250g;1;8,99 zł;250;;;;;   
30.04.2023;Lidl;Żywność;Rzodkiewki 250g;1;3,79 zł;250;;;;;   
30.04.2023;Lidl;Żywność;Ser topiony;1;1,99 zł;;;;;;   
30.04.2023;Lidl;Żywność;Ser topiony;1;1,99 zł;;;;;;   
30.04.2023;Lidl;Żywność;Tuńczyk w sosie własnym kawałki Nixe;1;6,79 zł;;;;;;   
