Data;Sklep;Kategoria;Produkt;Ilość; Cena za szt ;Ilość ml|g | cm;Ilość w opakowaniu; Zwrot ; Dostawa ;Link; Komentarz 
19.11.2022;Kaufland;Żywność;Roślinny kurczak z kaszą i warzywami | Hortex | 400g;1;10,99 zł;400;;;;;   
22.11.2022;Allegro;Telefon;Baseus kabel USB-C Typ C Quick Charge 3.0 2A 200cm;1;23,38 zł;;;;;;   
22.11.2022;Climbing Spot;Wspinaczka;Wejście;1;30,00 zł;;;;;;   
22.11.2022;Kaufland;Środki czystości;Płyn do mycia naczyń | Ludwik;1;4,99 zł;1040;;;;;   
22.11.2022;Kaufland;Środki czystości;Worki na śmieci 20x60L|Stella;1;6,99 zł;;20;;;;   
22.11.2022;Kaufland;Żywność;Chicken Nuggets | Tender 500g;1;15,99 zł;500;;;;;   
22.11.2022;Kaufland;Żywność;Gotowe danie Meksykańskie | Hortex | 450g;5;9,99 zł;450;;;;;   
22.11.2022;Kaufland;Żywność;Kostka z dzikiego łososia | Abramczyk 500g;1;19,99 zł;500;;;;;   
22.11.2022;Kaufland;Żywność;Słodka Chwila Kisiel Cytrynowy  30g;4;1,19 zł;30;;;;;   
22.11.2022;Kaufland;Żywność;Słodka Chwila Kisiel Jabłko&Gruszka  32g;5;1,27 zł;32;;;;;   
22.11.2022;Kaufland;Żywność;Słodka Chwila Kisiel Jabłkowo Cynamonowy  32g;2;1,39 zł;32;;;;;   
22.11.2022;Kaufland;Żywność;Sól spożywcza  Jodsalz 1kg;1;1,49 zł;1000;;;;;   
23.11.2022;Wydział;Żywność;Spaghetti;1;11,00 zł;;;;;;   
23.11.2022;Wydział;Żywność;Wafelki;1;3,00 zł;;;;;;   
24.11.2022;BILKOM;Pociąg;Bilet na pociąg Poznań - Lublin;1;32,90 zł;;;;;;   
24.11.2022;Office Solution;Usługi;Drukowanie dwóch stron;1;1,00 zł;;;;;;   
24.11.2022;Steam;Gry;Gra Assetto Corsa dla Dawida;1;41,92 zł;;;;;;   
25.11.2022;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;3;8,99 zł;;10;;;;   
25.11.2022;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;4;6,94 zł;160;18;;;;   
25.11.2022;Biedronka;Żywność;Ser Gouda | Włoszczowa 400g;1;13,99 zł;400;;;;;   
25.11.2022;Kaufland;Środki czystości;Bref Zawieszka WC 3x50g;1;13,99 zł;150;3;;;;   
25.11.2022;Kaufland;Zakupy;Talerz plytki x6;1;4,99 zł;;6;;;;   
25.11.2022;Kaufland;Żywność;Gotowe danie Meksykańskie | Hortex | 450g;3;9,99 zł;450;;;;;   
25.11.2022;Kaufland;Żywność;Orzechy Pekan 200g;1;16,19 zł;200;;;;;   
25.11.2022;McDonald's ;Żywność;Zestaw powiększony + 6 nuggetsów ;1;26,60 zł;;;;;;Dawid zafundował ale od razu mu oddałem Blikiem
25.11.2022;Office Solution;Usługi;Skanowanie dwustronne;1;2,00 zł;;;;;;   
25.11.2022;Rossmann;Higiena;Dezodorant perfumy Nike Ultra Green 75ml;1;13,99 zł;75;;;;;   
27.11.2022;moser-wahl.pl;Higiena;Trymer do włosów Wahl 9855-1216 GroomsMan Pro;1;119,00 zł;;;;;https://moser-wahl.pl/pl/p/Trymer-do-wlosow%2C-zarostu%2C-uszu%2C-nosa%2C-brwi-golarka-Wahl-9855-1216-GroomsMan-Pro/471;   
29.11.2022;Allegro;Usługi;Rozliczenia z Allegro;1;4,35 zł;;;;;;   
29.11.2022;ING;Usługi;Opłata za kartę VISA;1;1,50 zł;;;;;;   
29.11.2022;Kaufland;Żywność;Chicken Nuggets | Tender 500g;1;15,99 zł;500;;;;;   
29.11.2022;Kaufland;Żywność;Gotowe danie Meksykańskie | Hortex | 450g;3;9,99 zł;450;;;;;   
29.11.2022;Kaufland;Żywność;Pestki dyni 200g;2;7,40 zł;200;;;;;   
29.11.2022;Kaufland;Żywność;Rukola 80g;1;2,50 zł;80;;;;;   
29.11.2022;McDonald's ;Żywność;2x Średnie frytki w cenie 1 | okazYEAH;1;9,40 zł;;;;;;   
29.11.2022;Wydział;Żywność;Pierogi ruskie;1;10,00 zł;;;;;;   
30.11.2022;Wydział;Żywność;Zawijaniec;1;19,50 zł;;;;;;   
30.11.2022;Żabka;Energetyki;Energetyk Tiger ;1;4,99 zł;;;;;;   
01.12.2022;BILKOM;Pociąg;Bilet na pociąg Lublin - Poznań;1;27,10 zł;;;;;;   
02.12.2022;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;3;8,99 zł;;10;;;;   
02.12.2022;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;3;6,94 zł;160;18;;;;   
02.12.2022;Kaufland;Żywność;Chicken Nuggets | Tender 500g;1;15,99 zł;500;;;;;   
02.12.2022;Kaufland;Żywność;Gotowe danie Meksykańskie | Hortex | 450g;3;9,99 zł;450;;;;;   
02.12.2022;Kaufland;Żywność;Kostka z dzikiego łososia | Abramczyk 500g;1;25,38 zł;500;;;;;   
02.12.2022;Kaufland;Żywność;Ser Gouda | K-Classic | 500g;1;15,99 zł;500;;;;;   
03.12.2022;Bolt;Usługi;Bolt - Hulajnoga elektryczna 4 min 95 m;1;3,02 zł;;;;;;   
03.12.2022;Bolt;Usługi;Bolt - Hulajnoga elektryczna 8 min 230 m;1;7,51 zł;;;;;;   
03.12.2022;McDonald's ;Żywność;Zestaw | 6nuggetsów | Coca-cola | Średnie frytki;1;23,90 zł;;;;;;   
05.12.2022;Kaufland;Żywność;Gotowe danie Meksykańskie | Hortex | 450g;1;9,99 zł;450;;;;;   
06.12.2022;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;3;8,99 zł;;10;;;;   
06.12.2022;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;6,94 zł;160;18;;;;   
06.12.2022;CallRecorder.skvalex.com;Subskrypcje;Call Recorder Skvalex;1;57,00 zł;;;;;;   
06.12.2022;Kaufland;Żywność;Chicken Nuggets | Tender 500g;1;15,99 zł;500;;;;;   
06.12.2022;Kaufland;Żywność;Kostka z dzikiego łososia | Abramczyk 500g;1;25,38 zł;500;;;;;   
06.12.2022;Kaufland;Żywność;Lemon juice | K-classic | 200ml;1;1,69 zł;200;;;;;   
06.12.2022;Kaufland;Żywność;Lime juice | K-classic |200ml;1;1,69 zł;200;;;;;   
06.12.2022;Kaufland;Żywność;Mexikanische Art | K-classic 750g;3;6,99 zł;750;;;;;   
06.12.2022;Kaufland;Żywność;Orzechy Pekan 200g;1;16,19 zł;200;;;;;   
06.12.2022;Kaufland;Żywność;Rukola 80g;1;4,99 zł;80;;;;;   
07.12.2022;Akademik;Czynsz;Czynsz grudzień;1;540,00 zł;;;;;;   
07.12.2022;Wydział;Żywność;Spaghetti;1;11,00 zł;;;;;;   
09.12.2022;HAH;Kluby;Szatnia HAH;1;5,00 zł;;;;;;   
09.12.2022;Żabka;Alkohol;Lubelska Cytrynowa 100ml;1;8,80 zł;100;;;;;
09.12.2022;Żabka;Alkohol;Lubelska Gruszkowa 100ml;1;8,80 zł;100;;;;;
09.12.2022;Żabka;Żywność;Napój Lipton Green Tea 330ml;1;3,99 zł;330;;;;;
10.12.2022;Biedronka;Żywność;Banan luz;1;6,99 zł;;;;;;
10.12.2022;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;3;8,99 zł;;10;;;;
10.12.2022;HAH ;Alkohol;Mojito HAH;1;27,00 zł;;;;;; Kurna drogo 
10.12.2022;Kaufland;Żywność;Chicken Nuggets | Tender 500g;1;15,99 zł;500;;;;;
10.12.2022;Kaufland;Żywność;Mexikanische Art | K-classic 750g;1;6,99 zł;750;;;;;
10.12.2022;Kaufland;Żywność;Olej kujawski 1l;1;12,99 zł;1000;;;;;
10.12.2022;Kaufland;Żywność;Oliwa z oliwek najwyższej jakości z pierwszego tłoczenia K-classic 750ml;1;18,99 zł;750;;;;;
10.12.2022;Rossmann;Higiena;Pasta do zębów Sensodyne Deep Clean 75ml;1;9,99 zł;75;;;;;
10.12.2022;Rossmann;Zakupy;Balony urodzinowe;1;3,29 zł;;;;;; Potrzebna żeby zrobić zakrętke do płynu do soczewek 
14.12.2022;Biedronka;Higiena;Maseczka jednorazowa x2;1;1,99 zł;;2;;;;
14.12.2022;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;1;8,99 zł;;10;;;;
14.12.2022;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;3;6,94 zł;160;18;;;;
14.12.2022;Doner Kebab;Żywność;Tortilla;1;22,00 zł;;;;;;
16.12.2022;Fryzjer;Fryzjer;Strzyżenie r.10 | Amanda Jędrzejewska;1;25,00 zł;;;;;;
17.12.2022;Biedronka;Żywność;Rukola 100g;1;3,99 zł;100;;;;;
17.12.2022;Kaufland;Środki czystości;Zmiotka;1;8,99 zł;;;;;;
17.12.2022;Kaufland;Żywność;Chicken Nuggets | Tender 500g;1;15,99 zł;500;;;;;
17.12.2022;Kaufland;Żywność;Cytryny bezpestkowe Eureka 450g;1;5,99 zł;450;;;;;
17.12.2022;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;1;4,99 zł;450;;;;;
17.12.2022;Kaufland;Żywność;Orzechy Pekan 200g;1;16,19 zł;200;;;;;
17.12.2022;Kaufland;Żywność;Słodka Chwila Kisiel Jabłko&Gruszka  32g;4;1,39 zł;32;;;;;
18.12.2022;Biedronka;Charytatywne;Boczek wędzony;1;9,34 zł;;;;;; Zakupy dla bezdomnej na święta 
18.12.2022;Biedronka;Charytatywne;Kawa rozpouszczalna;1;4,99 zł;;;;;; Zakupy dla bezdomnej na święta 
18.12.2022;Biedronka;Charytatywne;Matijas;1;8,56 zł;;;;;; Zakupy dla bezdomnej na święta 
18.12.2022;Biedronka;Charytatywne;Mleko Mlekovia 3.2% 1L;2;4,29 zł;;;;;; Zakupy dla bezdomnej na święta 
18.12.2022;Biedronka;Charytatywne;Ser Gouda;1;4,75 zł;;;;;; Zakupy dla bezdomnej na święta 
18.12.2022;Biedronka;Charytatywne;Szynka;1;4,86 zł;;;;;; Zakupy dla bezdomnej na święta 
18.12.2022;Biedronka;Środki czystości;Płyn do prania;1;11,99 zł;;;;;; Zakupy dla bezdomnej na święta 
18.12.2022;Haru Sushi;Żywność;Zestaw sushi Haru 6 (64 szt) i napój alosesowy;1;100,00 zł;;;;;; Dawid mi oddał bo uważał że za dużo (65zł z 165) 
20.12.2022;Apteka Dr.Max;Leki;Tran Moller's 250ml;1;39,99 zł;250;1;;;;
20.12.2022;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;3;8,99 zł;;10;;;;
20.12.2022;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;3;6,94 zł;160;18;;;;
20.12.2022;Kaufland;Żywność;Chicken Nuggets | Tender 500g;1;15,99 zł;500;;;;;
20.12.2022;Kaufland;Żywność;Kostka z dzikiego łososia | Abramczyk 500g;1;25,38 zł;500;;;;;
20.12.2022;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;4;4,99 zł;450;;;;;
20.12.2022;Kaufland;Żywność;Przyprawa Bazylia | Kamis 8g;1;1,79 zł;8;;;;;
20.12.2022;Kaufland;Żywność;Przyprawa Czosnek | Kotanyi 20g;1;1,39 zł;20;;;;;
20.12.2022;Kaufland;Żywność;Przyprawa Majeranek | Kotanyi 9g;1;1,61 zł;9;;;;;
20.12.2022;Kaufland;Żywność;Przyprawa Pieprz Cayenne | Kotanyi 20g;1;1,59 zł;20;;;;;
20.12.2022;Kaufland;Żywność;Rukola 80g;1;4,99 zł;80;;;;;
20.12.2022;McDonald's ;Żywność;Supreme Chicken Tenders Zestaw;1;26,90 zł;;;;;;
21.12.2022;Wydział;Żywność;Filet z kurczaka + ziemniaki;1;19,50 zł;;;;;;
26.12.2022;HAH;Kluby;Wejście HAH;1;35,00 zł;;;;;; Płaciłem Dawidowi, który kupował bilety 
27.12.2022;McDonald's ;Żywność;Zestaw powiekszony ;1;29,20 zł;;;;;;
28.12.2022;McDonald's ;Żywność;Zestaw | 20nuggetsów | ColaDuża | FrytkiDuże;1;50,00 zł;;;;;;
29.12.2022;Ostro;Żywność;Koktalj Marakuja;1;14,00 zł;;;;;;
31.12.2022;McDonald's ;Żywność;McWrap Klasyczny zestaw;1;28,20 zł;;;;;;
02.01.2023;Biedronka;Energetyki;Energetyk Tiger Arbuzi 500ml;1;3,80 zł;500;;;;;
02.01.2023;Biedronka;Energetyki;Energetyk Tiger Mango Bomb 500ml ;1;3,80 zł;500;;;;;
02.01.2023;Biedronka;Higiena;Papier Toaletowy Velvet 16 rolek;1;22,99 zł;;16;;;;
02.01.2023;Kaufland;Środki czystości;Gąbki kuchenne x10 | Zosia Samosia;1;2,69 zł;;10;;;;
02.01.2023;Kaufland;Żywność;Cytryny bezpestkowe Eureka 450g;1;5,99 zł;450;;;;;
02.01.2023;Kaufland;Żywność;Orzechy Pekan 200g;1;16,19 zł;200;;;;;
02.01.2023;Kaufland;Żywność;Pestki dyni 200g;1;7,40 zł;200;;;;;
02.01.2023;Kaufland;Żywność;Przyprawa do kurczaka po staropolsku | Kamis | 25g;1;1,79 zł;25;;;;;
02.01.2023;Kaufland;Żywność;Przyprawa kuchni meksykańskiej | Kamis | 25g;2;1,79 zł;25;;;;;
03.01.2023;Biedronka;Energetyki;Energetyk Be Power Zero Sugar  500ml;2;2,49 zł;500;;;;; Z rabatem 
03.01.2023;mAbook;Subskrypcje;Pełna wersja czytnika audiobooków;1;4,89 zł;;;;;;
05.01.2023;Biedronka;Energetyki;Energetyk Be Power Zero Sugar  500ml;2;2,49 zł;500;;;;; Z rabatem 
05.01.2023;Biedronka;Żywność;Fanta zero 1L;1;5,49 zł;1000;;;;;
07.01.2023;Akademik;Czynsz;Czynsz styczeń;1;540,00 zł;;;;;;
07.01.2023;Biedronka;Energetyki;Energetyk Be Power Zero Sugar  500ml;4;2,49 zł;500;;;;;
07.01.2023;Biedronka;Żywność;Nudle pomidorowe łagodne 65g | Knor;3;1,99 zł;65;;;;;
07.01.2023;Biedronka;Żywność;Sushi Toshii 400g;1;14,94 zł;400;;;;;
07.01.2023;Kaufland;Zakupy;Długopisy pelikan 4 szt;1;6,99 zł;;4;;;;
07.01.2023;Kaufland;Żywność;Barszcz czerwony | Artman | 470ml;1;2,99 zł;470;;;;;
07.01.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;1;5,99 zł;450;;;;;
07.01.2023;Kaufland;Żywność;Warzywa na petelnię z soczewicą | Hortex | 450g;2;3,50 zł;450;;;;;
08.01.2023;BILKOM;Pociąg;Bilet na pociąg Poznań - Katowice;1;35,28 zł;;;;;;
08.01.2023;McDonald's ;Żywność;Oferta śniadaniowa McWrap | Frytki | Placek Ziemniaczany | Kawa;1;22,50 zł;;;;;;
09.01.2023;McDonald's ;Żywność;Zestaw okazYEAH | 6 nuggetsów | frytki | Cola;1;16,00 zł;;;;;;
09.01.2023;Wydział;Żywność;Kurczak z Curry;1;20,00 zł;;;;;; 19.50 ale nie wziąłem reszty 
10.01.2023;Allegro;Komputer;UGREEN NADAJNIK ODBIORNIK BLUETOOTH ADAPTER;1;64,00 zł;;; - ;;; Zwrócone środki 
10.01.2023;Biedronka;Energetyki;Energetyk Be Power Classic 500ml;2;3,19 zł;500;;;;; niesmaczny  
10.01.2023;Biedronka;Energetyki;Energetyk Be Power Zero Sugar  500ml;1;3,19 zł;500;;;;;
10.01.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;3;8,99 zł;;10;;;;
10.01.2023;Biedronka;Żywność;Nudle pomidorowe łagodne 65g | Knor;3;1,99 zł;65;;;;;
10.01.2023;Biedronka;Żywność;Rukola 100g;1;3,99 zł;100;;;;;
10.01.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;4,99 zł;160;18;;;;
10.01.2023;Biedronka;Żywność;Sushi Toshii 400g;2;11,99 zł;400;;;;;
11.01.2023;Wydział;Żywność;Spaghetti;1;12,00 zł;;;;;;
12.01.2023;Biedronka;Energetyki;Energetyk Be Power Zero Sugar  500ml;4;3,19 zł;500;;;;;
12.01.2023;BILKOM;Pociąg;Bilet na pociąg Katowice - Poznań;1;39,20 zł;;;;;;
12.01.2023;Burger King;Żywność;Shake Oreo 300ml ;1;9,95 zł;300;;;;;
13.01.2023;BILKOM;Pociąg;Bilet na pociąg Katowice - Tychy;1;4,19 zł;;;;;;
13.01.2023;Maxi Pizza;Żywność;Pizza Dracula na spółę z Adamem;1;31,26 zł;;;;;;
13.01.2023;Żabka;Żywność;Bułka grahamka;2;0,99 zł;75;;;;;
14.01.2023;Biletomat;Pociąg;Bilet na pociąg Katowice - Tychy;1;4,19 zł;;;;;; Chyba nie pobrało mi kasy a wydało bilet, albo zapomniałem kupić biletu do Katowic (update - po kilku dniach dopiero pojawiła się płatność) 
14.01.2023;BILKOM;Pociąg;Bilet na pociąg Tychy - Katowice;1;4,19 zł;;;;;;
14.01.2023;Żabka;Alkohol;Desperados;2;6,80 zł;400;;;;;
15.01.2023;BILKOM;Pociąg;Bilet na pociąg Tychy - Katowice;1;4,19 zł;;;;;;
16.01.2023;Biedronka;Żywność;Nudle pomidorowe łagodne 65g | Knor;3;1,99 zł;65;;;;;
16.01.2023;Biedronka;Żywność;Rukola 100g;1;3,99 zł;100;;;;;
16.01.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;6,94 zł;160;18;;;;
16.01.2023;Kaufland;Żywność;Banan luz;1;8,05 zł;1152;;;;;
16.01.2023;Kaufland;Żywność;Chicken Nuggets | Tender 500g;1;15,99 zł;500;;;;;
16.01.2023;Kaufland;Żywność;Cytryny bezpestkowe Eureka 450g;1;5,99 zł;450;;;;;
16.01.2023;Kaufland;Żywność;Orzechy Pekan 200g;1;16,19 zł;200;;;;;
16.01.2023;Kaufland;Żywność;Pomarańcze Navel | Grecja | 1kg;1;5,99 zł;1000;;;;;
16.01.2023;Kaufland;Żywność;Ser Gouda | K-Classic | 500g;1;15,99 zł;500;;;;;
16.01.2023;Kaufland;Żywność;Warzywa na petelnię hiszpańskie | Hortex | 400g;1;6,99 zł;400;;;;;
16.01.2023;Kaufland;Żywność;Warzywa na petelnię z soczewicą | Hortex | 450g;2;4,99 zł;450;;;;;
18.01.2023;Allegro;Ubrania;6x majtki, BOKSERKI MĘSKIE BAWEŁNIANE M;1;48,90 zł;;6;;; https://allegro.pl/moje-allegro/zakupy/kupione/46883c0b-89e4-3836-8f5e-95e0fe0bd60c ;   
18.01.2023;Wydział;Żywność;Kurczak w sosie pieczarkowym;1;19,50 zł;;;;;;
20.01.2023;Allegro;Komputer;Adapter Bluetooth Baseus BA04 czarny;1;30,01 zł;;;;; https://allegro.pl/oferta/baseus-mini-adapter-usb-odbiornik-bluetooth-5-1-12430664112 ;   
20.01.2023;Allegro;Komputer;Adapter Bluetooth TP-LINK TL-UB500;1;46,39 zł;;; - ;; https://allegro.pl/oferta/nano-adapter-tp-link-ub500-bluetooth-5-0-bt5-12195845327?snapshot=MjAyMy0wMS0yMFQyMTowNjozMS4zMDU0MDJaO2J1eWVyO2Q0ZGVhZDhkOWU5MjI1YjIxZTBjMTRkY2VjMWZmNTI4ZWYzZWIxYzNiMDMwMGYxMTE0Nzg5NDBlNzk1MGE3YmU%3D ;   
20.01.2023;Apteka Dr.Max;Leki;Strepsils Intensive 24 tabletki;1;29,99 zł;;24;;;;
20.01.2023;Apteka Dr.Max;Zakupy;Igła 0.5 x 16mm;1;0,15 zł;;;;;; Do płynu do soczewek 
20.01.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;3;8,99 zł;;10;;;;
20.01.2023;Biedronka;Żywność;Nudle pomidorowe łagodne 65g | Knor;1;1,99 zł;65;;;;;
20.01.2023;Biedronka;Żywność;Rukola 100g;1;3,99 zł;100;;;;;
20.01.2023;Biedronka;Żywność;Sushi Toshii 400g;2;11,99 zł;400;;;;;
20.01.2023;Fryzjer;Fryzjer;Strzyżenie r.10 | Amanda Jędrzejewska;1;25,00 zł;;;;;;
20.01.2023;Kaufland;Środki czystości;Bref Zawieszka WC 3x50g;1;14,99 zł;150;3;;;;
20.01.2023;Kaufland;Żywność;Kostka z dzikiego łososia | Abramczyk 500g;1;19,99 zł;500;;;;;
20.01.2023;Kaufland;Żywność;Oliwa z oliwek najwyższej jakości z pierwszego tłoczenia K-classic 750ml;1;22,85 zł;750;;;;;
20.01.2023;Kaufland;Żywność;Pestki dyni 200g;1;7,40 zł;200;;;;;
20.01.2023;Kaufland;Żywność;Warzywa na petelnię z soczewicą | Hortex | 450g;3;6,99 zł;450;;;;;
20.01.2023;Rossmann;Higiena;Garnier - Czysta skóra tonik 200ml;1;7,99 zł;200;;;;; Tonik, wodnisty z alkoholem 
20.01.2023;Rossmann;Higiena;Isana Professional olejek do włosów Argan 100ml;1;11,99 zł;100;;;;; Gęsty i lepki, nie mam miękkich włosów  
20.01.2023;Rossmann;Higiena;Szampon Nivea Men - Active Clean 500ml;2;9,99 zł;500;;;;;
20.01.2023;Rossmann;Higiena;Szampon Nivea Men - Sensitive 500ml;2;9,99 zł;500;;;;;
20.01.2023;Rossmann;Higiena;Szampon Nivea Men - Silver Protection 500ml;2;9,99 zł;500;;;;;
21.01.2023;Biedronka;Energetyki;Energetyk Tiger Arbuzi 500ml;2;3,19 zł;500;;;;;
21.01.2023;Biedronka;Energetyki;Energetyk Tiger Bubble Gum 500ml;2;3,19 zł;500;;;;;
21.01.2023;Biedronka;Żywność;Cytryna luz;3;1,41 zł;605;3;;;; Z rabatem 
24.01.2023;Biedronka;Żywność;Masło klarowane | Mleczna Dolina 500g;1;23,99 zł;500;;;;;
24.01.2023;Biedronka;Żywność;Rukola 100g;1;3,99 zł;100;;;;;
24.01.2023;Kaufland;Higiena;Garnier - Czysta skóra Oczyszczający żel 200ml;1;11,99 zł;200;;;;;
24.01.2023;Kaufland;Środki czystości;Balsam do mycia naczyń Kextra 750ml;2;4,39 zł;750;;;;;
24.01.2023;Kaufland;Żywność;Chicken Nuggets | Tender 500g;1;15,99 zł;500;;;;;
24.01.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;3;5,99 zł;450;;;;;
24.01.2023;Rossmann;Higiena;Isana Intensiv olejek do włosów 2w1 jojobaöl 100ml;1;10,99 zł;100;;;; https://www.rossmann.pl/Produkt/Serum-i-olejki/Isana-Intensiv-2in1-olejek-do-wlosow-100-ml,236997,8661 ;   
25.01.2023;Wydział;Żywność;Zawijaniec;1;19,50 zł;;;;;;
27.01.2023;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;1,58 zł;;;;;;
28.01.2023;Biedronka;Energetyki;Energetyk Be Power Mojito 250ml;2;1,39 zł;250;;;;; Nawet dobre 
28.01.2023;Biedronka;Energetyki;Energetyk Tiger Zero Sugar Banger 500ml;1;3,80 zł;500;;;;;
28.01.2023;Biedronka;Energetyki;Energetyk Tiger Zero Sugar Splash 500ml;1;3,80 zł;500;;;;;
28.01.2023;Biedronka;Energetyki;Energetyk Tiger Zero Sugar Storm 500ml;1;3,80 zł;500;;;;; Dobry 
28.01.2023;Biedronka;Energetyki;Energetyk Tiger Zero Sugar Thunder 500ml;1;3,80 zł;500;;;;;
28.01.2023;Biedronka;Żywność;Cytryna luz;3;2,04 zł;680;3;;;;
28.01.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;3;8,99 zł;;10;;;;
28.01.2023;Biedronka;Żywność;Rukola 100g;1;3,99 zł;100;;;;;
28.01.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;3;6,94 zł;160;18;;;;
28.01.2023;Biedronka;Żywność;Ser Gouda | Włoszczowa 400g;1;13,99 zł;400;;;;;
28.01.2023;Kaufland;Żywność;Kostka z dzikiego łososia | Abramczyk 500g;1;25,38 zł;500;4;;;;
28.01.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;2;5,49 zł;450;;;;;
28.01.2023;Kaufland;Żywność;Przyprawa Bazylia | Kamis 8g;1;1,79 zł;8;;;;;
28.01.2023;Kaufland;Żywność;Przyprawa Czosnek | Kotanyi 20g;1;1,49 zł;20;;;;;
28.01.2023;Kaufland;Żywność;Przyprawa kuchni meksykańskiej | Kamis | 25g;1;1,79 zł;25;;;;; Dużo przyprawy w tej samej cenie 1/4 opakowania to cukier!!!??? 
28.01.2023;Kaufland;Żywność;Przyprawa Majeranek | Kotanyi 9g;1;1,99 zł;9;;;;;
28.01.2023;Kaufland;Żywność;Przyprawa Pieprz Cayenne | Kamis | 15g;1;1,79 zł;15;;;;; Kupować od Kotanyi 
28.01.2023;Rossmann;Higiena;Nić dentystyczna Prokudent 75m;1;7,49 zł;;75;;;;
28.01.2023;Rossmann;Higiena;Pomadka do ust Classic ISANA 4.8g;1;4,69 zł;5;;;;;
31.01.2023;Allegro;Usługi;Rozliczenia z Allegro;1;9,50 zł;;;;;;
31.01.2023;Kaufland;Żywność;Filet z piersi z kurczaka;1;10,18 zł;536;2;;;;
31.01.2023;Kaufland;Żywność;Mieszanka Meksykańska | Hortex 450g;4;5,49 zł;450;;;;;
01.02.2023;Biedronka;Energetyki;Energetyk Be Power Tropical 500ml;1;3,19 zł;500;;;;;
01.02.2023;Biedronka;Żywność;Napój Aloe Vita 1.5L;2;8,99 zł;1500;;;;;
01.02.2023;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;0,48 zł;;;;;;
01.02.2023;Wydział;Żywność;Baton Bounty;1;4,00 zł;;;;;;
01.02.2023;Wydział;Żywność;Baton Snickers;1;3,00 zł;;;;;;
03.02.2023;Biedronka;Energetyki;Energetyk Be Power Tropical 500ml;1;3,19 zł;500;;;;;
03.02.2023;Biedronka;Żywność;Cytryna luz;1;5,12 zł;570;5;;;;
03.02.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;3;8,99 zł;;10;;;;
03.02.2023;Biedronka;Żywność;Napój Aloe Vita 1.5L;1;8,99 zł;1500;;;;; Rabat 3zł 
03.02.2023;Biedronka;Żywność;Nudle pomidorowe łagodne 65g | Knor;2;1,99 zł;65;;;;;
03.02.2023;Biedronka;Żywność;Rukola 100g;1;3,99 zł;100;;;;;
03.02.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;3;6,94 zł;160;18;;;;
03.02.2023;Biedronka;Żywność;Ser Gouda | Włoszczowa 400g;2;13,99 zł;400;;;;;
03.02.2023;Kaufland;Ubrania;Skarpety Tenisowe Białe TownLand 39/42 3szt;1;14,99 zł;;3;;;;
03.02.2023;Kaufland;Zakupy;Kubek Florina 375ml;1;5,99 zł;;;;;;
03.02.2023;Kaufland;Zakupy;Świeczki Muller kerzen 18szt;1;5,99 zł;;18;;;;
03.02.2023;Kaufland;Zakupy;Zeszyt A4 96 kartek;1;14,99 zł;;96;;;;
03.02.2023;Kaufland;Żywność;Filet z piersi z kurczaka;1;19,64 zł;1034;4;;;;
03.02.2023;Kaufland;Żywność;Olej kujawski 1l;1;12,99 zł;1000;;;;;
03.02.2023;Kaufland;Żywność;Płatki kukurydziane Nestle 600g;2;8,99 zł;600;;;;;
04.02.2023;Klub Rewiry;Alkohol;Lane Piwo;1;6,00 zł;;;;;;
04.02.2023;Klub Rewiry;Alkohol;Tequila;1;8,00 zł;;;;;; Kasa oddana Wojtkowi bo on płacił 
04.02.2023;Zahir Kebab;Żywność;Rollo Kebab średni | wołowina | sos czosnkowy;1;20,00 zł;;;;;;
